timestamp,open,high,low,close
2020-08-01T04:00:00.0,105.1778935813916,127.34107622713886,104.87898702293934,129.0399932861328
2020-09-01T04:00:00.0,129.28455605234373,134.36790622057944,100.4010099671835,115.80999755859375
2020-10-01T04:00:00.0,114.56039261309641,122.10751134276228,104.90008242224502,108.86000061035156
2020-11-01T04:00:00.0,106.25369597947767,118.79651794561872,104.51055408581531,119.05000305175781
2020-12-01T05:00:00.0,118.04549801925658,135.38991478660245,117.0699960282198,132.69000244140625
2021-01-01T05:00:00.0,130.24901442908595,141.53556337496087,123.28392419924003,131.9600067138672
2021-02-01T05:00:00.0,130.4733427820965,134.50216927007352,115.48963717635733,121.26000213623047
2021-03-01T05:00:00.0,120.89874321107253,125.75423332291498,113.53246737674854,122.1500015258789
2021-04-01T04:00:00.0,120.8108335938334,133.91186604521928,119.66778514145521,131.4600067138672
2021-05-01T04:00:00.0,128.99774819592332,130.9809900395648,119.43331959111686,124.61000061035156
2021-06-01T04:00:00.0,122.40569160422419,134.47206815936812,120.49737968015317,136.9600067138672
2021-07-01T04:00:00.0,133.67934295112045,146.79282977097904,132.85729175567343,145.86000061035156
2021-08-01T04:00:00.0,143.2306925451374,150.2082515295367,141.41046041583942,151.8300018310547
2021-09-01T04:00:00.0,149.78641946765336,154.1281896254966,138.45663720886174,141.5
2021-10-01T04:00:00.0,139.07409006467375,150.11965494581727,135.51639080026402,149.8000030517578
2021-11-01T04:00:00.0,146.02287237263832,162.40008466628242,144.54293442272385,165.3000030517578
2021-12-01T05:00:00.0,164.38421665360843,178.76342814389048,154.88315351882287,177.57000732421875
2022-01-01T05:00:00.0,174.54289577350508,179.5584403652579,151.8404384269833,174.77999877929688
2022-02-01T05:00:00.0,170.79352917592666,173.38472983689005,149.19037557765682,165.1199951171875
2022-03-01T05:00:00.0,161.86159772216953,176.5146460494918,147.51321952760813,174.61000061035156
2022-04-01T04:00:00.0,171.03078901689975,175.4139325705623,152.70220662507165,157.64999389648438
2022-05-01T04:00:00.0,154.00931385896368,163.61092983714786,130.32463997099532,148.83999633789062
2022-06-01T04:00:00.0,147.53308461635942,149.34404257260516,127.00246179812537,136.72000122070312
2022-07-01T04:00:00.0,133.89192851670248,161.04629519406532,133.51793891005923,162.50999450683594
2022-08-01T04:00:00.0,158.46763685348907,173.36857472749784,154.65874919571573,157.22000122070312
2022-09-01T04:00:00.0,154.3808186011189,161.89091237353804,136.00965940990883,138.1999969482422
2022-10-01T04:00:00.0,136.21661629791663,155.2283917570296,132.43198884089483,153.33999633789062
2022-11-01T04:00:00.0,152.84329516736602,153.20795387409197,132.44185264629562,148.02999877929688
2022-12-01T05:00:00.0,146.31471449258842,148.9900508940813,124.26039188165241,129.92999267578125
2023-01-01T05:00:00.0,128.61398841799948,145.3472301405407,122.58212201412442,144.2899932861328
2023-02-01T05:00:00.0,142.12890607413792,155.36742197873951,139.51280042423184,147.41000366210938
2023-03-01T05:00:00.0,145.17364628855856,163.13867287949554,142.2766911008483,164.89999389648438
2023-04-01T04:00:00.0,162.41695397079752,167.9340105056485,157.9775980534366,169.67999267578125
2023-05-01T04:00:00.0,167.37040916969804,177.32682019492353,162.45647282824342,177.25
2023-06-01T04:00:00.0,175.9384461767256,192.55210381756805,175.17607500299016,193.97000122070312
2023-07-01T04:00:00.0,191.8590634373227,196.26494769868592,184.7502458145547,196.4499969482422
2023-08-01T04:00:00.0,194.29468333018895,194.7798163038837,170.25537155874082,187.8699951171875
2023-09-01T04:00:00.0,187.86492760983452,188.35071565797358,166.1824757812214,171.2100067138672
2023-10-01T04:00:00.0,169.75161873208094,180.77624878685032,164.24921249865568,170.77000427246094
2023-11-01T04:00:00.0,169.53348856410173,191.2754076431099,168.66103068260088,189.9499969482422
2023-12-01T05:00:00.0,188.94632212265577,198.16877810475074,186.08725458171318,192.52999877929688
2024-01-01T05:00:00.0,185.78944088669016,194.95235104674293,178.86018870446324,184.39999389648438
2024-02-01T05:00:00.0,182.65244078382278,189.6611137959712,177.94689403233193,180.75
2024-03-01T05:00:00.0,178.47213869802835,179.44625137102233,167.47853588695963,171.47999572753906
2024-04-01T04:00:00.0,170.16231772870933,177.28927309490211,163.0949997448565,170.3300018310547
